icp;tc;ois;usd_loc;libor;inflation;real
4,89;482,83;0,147;0,049859967;1,045;3,080928618;2,28
4,96;483,4;0,146;0,046328335;1,044;3,290081549;2,29
4,97;483,27;0,146;0,04665993;1,044;3,266700151;2,17
4,95;484,75;0,146;0,047536996;1,044;3,20642893;2,12
4,985;482,65;0,149;0,048798452;1,042;3,181617322;2,065
4,94;481,8;0,14;0,045981062;1,041;3,169565741;2,05
4,915;480,38;0,1385;0,046115028;1,04;3,123493686;2,035
4,91;481,04;0,134;0,044396077;1,0365;3,128452123;2
4,88;481,05;0,1365;0,044488308;1,0365;3,180212014;1,95
4,86;479,65;0,136;0,044737645;1,035;3,14634352;1,91
4,86;480,51;0,135;0,043961848;1,034;3,175253261;1,9
4,86;481,23;0,13;0,042882068;1,033;3,131612017;1,91
4,87;480,58;0,1205;0,039741347;1,032;3,129133988;1,85
4,87;480,25;0,1185;0,038894656;1,0295;3,136568405;1,87
4,85;481,47;0,119;0,03896392;1,027;3,136568405;1,77
4,86;480,95;0,123;0,040254024;1,0265;3,136568405;1,74
4,9;476,05;0,129;0,041095575;1,0245;3,215930185;1,74
4,9;475,82;0,128;0,051897203;1,024;2,525608195;1,74
4,93;475,15;0,127;0,049600141;1,0175;2,605284938;1,82
4,96;474,41;0,126;0,050447281;1,0145;2,533872954;1,53
4,99;474,85;0,125;0,049350197;1,008;2,553181278;1,84
4,98;472,71;0,125;0,051463029;1,004;2,438643864;1,91
5,06;470,5;0,13;0,051238989;0,997;2,529519055;2,12
5,06;471,4;0,134;0,052550701;0,992;2,529519055;2,12
5,06;471,82;0,134;0,052418265;0,9895;2,529519055;2,12
5,06;470,9;0,139;0,054264268;0,9875;2,529519055;2,12
4,99;470,3;0,134;0,052790711;0,98525;2,50088503;2,07
4,99;473,35;0,1335;0,052553695;0,9845;2,50088503;2,1
4,95;475,9;0,135;0,053330984;0,98225;2,486429837;1,99
4,93;470,24;0,1355;0,053991542;0,97825;2,455067426;2
4,89;470,61;0,137;0,055099688;0,975;2,424242424;1,96
4,91;471,25;0,1335;0,055515897;0,97575;2,346402223;1,96
4,92;474,7;0,127;0,052774271;0,973;2,341500864;1,99
4,94;472,75;0,124;0,050983199;0,96675;2,351304014;2,02
4,92;473,15;0,131;0,05367125;0,9615;2,346815122;2,04
4,94;473,64;0,125;0,050678798;0,959;2,365387614;2,04
4,95;472,65;0,124;0,0483803;0,9565;2,451535008;2,09
4,97;473,45;0,13;0,050025616;0,9545;2,480429237;2,11
4,98;474,35;0,132;0,057560659;0,9535;2,18659763;1,88
4,935;474,95;0,1313;0,048605402;0,952;2,571681233;1,865
4,95;475,43;0,1335;0,049976594;0,9445;2,522996058;1,92
4,935;473,06;0,1335;0,0491768;0,9415;2,555885105;1,915
4,94;472,34;0,1325;0,048451868;0,936;2,559653619;1,89
4,94;472,25;0,133;0,048270984;0,929;2,559653619;1,89
4,975;472,58;0,1405;0,05038924;0,918;2,559653619;1,905
4,975;472,25;0,1495;0,051724304;0,9055;2,617188433;1,935
4,965;472,74;0,145;0,049536821;0,901;2,637331136;1,935
4,98;474,75;0,143;0,049064628;0,8965;2,612870097;1,96
4,985;477,15;0,15;0,052173373;0,8905;2,560213988;1,955
4,935;482,8;0,144;0,053110011;0,888;2,407681651;1,925
4,95;481,63;0,148;0,054953727;0,8815;2,374033708;1,94
4,96;479,7;0,159;0,060677803;0,8805;2,307260546;1,97
4,93;480,58;0,153;0,060523411;0,8805;2,225857684;2
4,93;481,92;0,151;0,058166144;0,8775;2,278000422;2,03
4,925;479,4;0,155;0,060601527;0,8775;2,244374142;2,095
4,92;481,02;0,148;0,055596008;0,8755;2,330634955;2,15
4,92;478,8;0,151;0,056722954;0,8755;2,330634955;2,15
4,92;480,9;0,15;0,056315126;0,875;2,330634955;2,15
4,96;480,75;0,147;0,055341617;0,87375;2,320879961;2,19
4,98;479,3;0,151;0,056957856;0,8715;2,310418763;2,39
4,97;479,66;0,144;0,052540991;0,866;2,373461148;2,39
4,98;477,37;0,1405;0,045029385;0,862;2,689599262;2,28
4,97;479,7;0,142;0,045427591;0,862;2,694485842;2,26
4,99;480,52;0,139;0,044097053;0,862;2,717143027;2,41
5,02;483,77;0,1395;0,043898897;0,8615;2,73763715;2,37
5;484,78;0,1365;0,040607755;0,8605;2,892507833;2,35
5;483,9;0,136;0,039105843;0,8595;2,98911856;2,42
5;484,79;0,137;0,040323559;0,86;2,921865132;2,37
5,04;480,08;0,135;0,039487642;0,86;2,940160351;2,45
5,07;478,11;0,138;0,039591604;0,86;2,997605252;2,47
5,07;477,95;0,141;0,041085427;0,861;2,954843322;2,45
5,12;476,85;0,146;0,042422667;0,86;2,959738501;2,5
5,14;478,77;0,1425;0,040578828;0,859;3,016536146;2,56
5,14;481,62;0,145;0,04139698;0,86;3,012297035;2,58
5,16;480,55;0,145;0,041111459;0,86;3,033217548;2,58
5,155;481;0,141;0,039756815;0,86;3,050043123;2,555
5,18;479,15;0,141;0,039530101;0,861;3,071102704;2,6
5,18;480,87;0,139;0,039294481;0,86;3,042157484;2,6
5,18;481,52;0,1395;0,039493421;0,86;3,037721153;2,61
5,19;479,67;0,134;0,037417332;0,859;3,076274925;2,63
5,19;479,3;0,1365;0,038461533;0,859;3,048591398;2,6
5,17;477,1;0,1355;0,03794094;0,855;3,053495815;2,63
5,16;476,99;0,135;0,035485774;0,853;3,245103271;2,78
5,155;475,6;0,133;0,035225578;0,853;3,220642695;2,925
5,18;475,33;0,1325;0,035261276;0,852;3,201529089;3,03
5,18;474,34;0,131;0,035947784;0,8495;3,095726258;2,95
5,17;475,1;0,1295;0,03668728;0,846;2,986239409;2,85
5,17;473,98;0,126;0,036356645;0,844;2,925022404;2,84
5,17;474,9;0,131;0,037203082;0,8425;2,966622509;2,85
5,16;474,44;0,142;0,039910691;0,8425;2,997567763;2,87
5,17;475,15;0,147;0,040726171;0,843;3,042785435;2,88
5,19;475,02;0,1425;0,039635128;0,843;3,030834196;2,96
5,2;478,11;0,145;0,040328713;0,843;3,030967017;2,98
5,2;479,5;0,147;0,040899309;0,843;3,029904464;2,98
5,2;479,47;0,147;0,040899309;0,843;3,029904464;2,98
5,21;479,38;0,15;0,041152548;0,843;3,072713712;2,96
5,21;479,9;0,145;0,039444483;0,8435;3,100750465;2,96
5,23;479,47;0,14;0,037852316;0,8435;3,119756262;2,88
5,23;479,2;0,135;0,036500448;0,8435;3,119756262;2,88
5,23;478,71;0,135;0,036500448;0,8435;3,119756262;2,88
5,27;474,61;0,1365;0,036651601;0,8425;3,137686974;2,93
5,275;472,6;0,137;0,036773591;0,8395;3,127556905;2,875
5,27;473,25;0,1415;0,038004433;0,8385;3,121944991;2,79
5,28;471,22;0,138;0,036721854;0,8345;3,136034472;2,79
5,27;472,14;0,136;0,037751727;0,8345;3,006273026;2,7
5,25;471,35;0,133;0,03489178;0,834;3,179029559;2,61
5,26;470,95;0,131;0,03366072;0,823;3,202932037;2,63
5,24;472,02;0,131;0,033142551;0,821;3,245103271;2,59
5,25;473,7;0,131;0,033162391;0,819;3,235261322;2,57
5,25;475,05;0,135;0,03406997;0,814;3,225421097;2,59
5,24;474,98;0,134;0,033807418;0,8095;3,20855615;2,6
5,23;472,25;0,1385;0,03508149;0,81;3,197840233;2,53
5,23;471,55;0,1345;0,034121961;0,809;3,188870031;2,53
5,23;472,35;0,138;0,035141609;0,809;3,176917744;2,52
5,21;471;0,132;0,033755797;0,809;3,163545498;2,51
5,185;471,19;0,13;0,033256663;0,8075;3,156510302;2,515
5,17;470,33;0,134;0,034149153;0,7985;3,133284168;2,51
5,17;471,84;0,149;0,03793629;0,7965;3,128363349;2,52
5,19;473,03;0,15;0,038948465;0,7975;3,071366208;2,58
5,19;471,9;0,145;0,037321582;0,7955;3,090637982;2,68
5,195;471,24;0,1425;0,036113748;0,7905;3,119206803;2,685
5,21;471,25;0,144;0,035837042;0,781;3,138205419;2,7
5,22;471,46;0,14;0,034663123;0,777;3,138205419;2,66
5,22;473,07;0,137;0,033542671;0,773;3,157202368;2,64
5,22;472,88;0,139;0,034395021;0,7705;3,113808257;2,68
5,22;472,69;0,133;0,032966749;0,7695;3,104446198;2,68
5,22;472,38;0,136;0,033992328;0,7675;3,070692899;2,77
5,22;472,34;0,138;0,040195531;0,766;2,629844607;2,7
5,21;472,45;0,142;0,036368816;0,765;2,986899563;2,52
5,22;471,83;0,1473;0,03798809;0,764;2,962433768;2,48
5,2;470,65;0,1475;0,037887458;0,762;2,966548946;2,43
5,2;470,85;0,1445;0,037205805;0,7625;2,961399444;2,3
5,22;471,2;0,148;0,037298854;0,76;3,015642236;2,33
5,22;471,85;0,148;0,037258261;0,76;3,01892782;2,25
5,22;472,08;0,146;0,036948769;0,7595;3,001101315;2,24
5,22;473,11;0,1465;0,036717227;0,7585;3,026379135;2,29
5,2;473,31;0,142;0,036724902;0,756;2,923139197;2,22
5,2;473,55;0,143;0,037015573;0,7555;2,918676993;2,18
5,18;472,9;0,14;0,036384162;0,7545;2,903186253;2,19
5,16;473,5;0,137;0,035733247;0,7525;2,885058281;2,22
5,18;473,03;0,138;0,036359081;0,7525;2,856095325;2,22
5,18;473,04;0,1375;0,036499782;0,7515;2,831010066;2,23
5,17;474,15;0,137;0,036604763;0,7495;2,805140376;2,23
5,17;474,33;0,14;0,037271597;0,745;2,798377559;2,24
5,19;472,81;0,138;0,036132339;0,743;2,837734891;2,26
5,22;473;0,14;0,035487073;0,7385;2,913455244;2,3
5,21;472,05;0,139;0,034118406;0,7365;3,00053581;2,29
5,19;471,55;0,142;0,041307445;0,7335;2,521506718;2,33
5,19;471,65;0,1455;0,039528964;0,733;2,698059582;2,38
5,19;470,89;0,14;0,037181651;0,7305;2,750550268;2,41
5,19;471,2;0,1411;0,037903123;0,73;2,717533316;2,42
5,21;471,44;0,143;0,0395952;0,729;2,632819152;2,4
5,22;471,73;0,142;0,039003756;0,731;2,661333439;2,47
5,22;471,82;0,1425;0,039520729;0,7315;2,637571533;2,45
5,19;472,85;0,151;0,042619691;0,735;2,60407798;2,45
5,2;473,05;0,149;0,042559784;0,737;2,580205751;2,46
5,18;472,77;0,152;0,045452455;0,7355;2,459625115;2,41
5,18;472,71;0,153;0,047476378;0,7375;2,376708259;2,47
5,19;472,94;0,1535;0,047488428;0,731;2,362859837;2,51
5,17;472,2;0,152;0,04952688;0,7325;2,248072147;2,55
5,16;472,51;0,147;0,047429141;0,7315;2,267182103;2,58
5,12;471,67;0,146;0,047700341;0,7315;2,238956738;2,63
5,12;472,15;0,1455;0,047536984;0,7315;2,238956738;2,63
5,12;472,64;0,144;0,046755258;0,7315;2,252923096;2,63
5,12;472,21;0,145;0,046361555;0,728;2,276886512;2,81
5,12;472,28;0,14;0,044671679;0,725;2,272133096;2,8
5,12;469,98;0,139;0,045363289;0,723;2,21538169;2,83
5,12;468,95;0,138;0,045024628;0,721;2,209857231;2,82
5,03;467,05;0,137;0,034302558;0,721;2,879581152;2,69
5,035;467,1;0,135;0,034090908;0,721;2,855160107;2,675
5,055;468,65;0,135;0,033620565;0,721;2,895103065;2,665
5,01;469,15;0,1334;0,033033071;0,72;2,907631541;2,67
4,96;470,34;0,134;0,03313556;0,719;2,907631541;2,7
4,9;472,1;0,133;0,036051551;0,719;2,652507262;2,64
4,88;472,05;0,1335;0,036152711;0,7175;2,649490078;2,6
4,86;474,92;0,134;0,036062106;0,715;2,656805485;2,79
4,905;475,75;0,134;0,037537351;0,715;2,552391081;2,875
4,96;476,92;0,1363;0,037490532;0,715;2,599442977;3,03
5;477,65;0,135;0,035716551;0,7155;2,704418487;2,97
4,97;476,16;0,138;0,036661564;0,711;2,67631792;2,93
4,98;474,17;0,1361;0,035612774;0,712;2,721023657;2,93
5,01;472,13;0,1334;0,034056567;0,711;2,784995934;3,14
4,92;472,95;0,1305;0,033576853;0,7105;2,761433565;2,95
4,86;471,69;0,125;0,031721652;0,7085;2,791862819;2,92
4,82;471,04;0,125;0,031088899;0,7045;2,832602702;2,89
4,82;472,55;0,123;0,030569765;0,704;2,832602702;2,89
4,81;471,95;0,1235;0,030347431;0,7031;2,861291628;2,87
4,87;469,93;0,127;0,029720818;0,7021;3,000142864;2,94
4,9;469,45;0,125;0,028132571;0,7021;3,119604691;2,94
4,9;470,28;0,125;0,028128466;0,7031;3,124503858;2,89
4,75;471,16;0,126;0,028255952;0,7031;3,135289907;2,78
4,65;472,12;0,127;0,02955822;0,7021;3,016646447;2,78
4,66;473,88;0,131;0,031284614;0,7011;2,935759379;2,83
4,67;476,51;0,131;0,030400325;0,7011;3,021155246;2,82
4,65;477,4;0,134;0,029665512;0,6951;3,139787341;2,79
4,69;478,14;0,133;0,029223435;0,68989;3,139787341;2,78
4,61;480,17;0,128;0,02834016;0,68989;3,115928774;2,7
4,63;481,12;0,134;0,029835134;0,68839;3,091799733;2,65
4,58;483,28;0,128;0,028593946;0,68739;3,077082099;2,57
4,58;484,03;0,128;0,028531549;0,68589;3,077082099;2,57
4,67;488,66;0,131;0,02933799;0,68589;3,062636157;2,66
4,71;487,2;0,132;0,030078603;0,68589;3,010029456;2,7
4,77;488,38;0,132;0,030568306;0,68589;2,961808881;2,77
4,79;490,21;0,1315;0,030300811;0,68589;2,976637687;2,77
4,81;491,55;0,15;0,034525257;0,684;2,971737489;2,8
4,84;490,23;0,144;0,033314337;0,6907;2,985525448;2,8
4,86;494,85;0,139;0,032235056;0,688;2,966708003;2,7
4,78;500,82;0,146;0,033593408;0,6892;2,995325766;2,57
4,65;501,8;0,14;0,032938626;0,6902;2,933577136;2,4
4,64;500,6;0,139;0,032876252;0,6872;2,905465041;2,5
4,6;502,66;0,14;0,033787271;0,6862;2,843319273;2,39
4,61;504,7;0,139;0,034004681;0,6852;2,800873185;2,37
4,565;501,62;0,141;0,034494111;0,6852;2,800860706;2,285
4,59;502,83;0,138;0,035950523;0,6832;2,622537656;2,34
4,605;501,52;0,142;0,034969039;0,6847;2,780385214;2,265
4,61;499,05;0,1434;0,036222538;0,6832;2,704693999;2,24
4,59;495,13;0,13;0,031402995;0,6787;2,809636435;2,24
4,64;492,55;0,127;0,032040001;0,6691;2,652175291;2,29
4,68;494,59;0,126;0,031624096;0,6681;2,66191325;2,27
4,71;499,91;0,1299;0,032602937;0,6681;2,66191325;2,35
4,73;499,64;0,14;0,035137884;0,6681;2,66191325;2,36
4,81;514,08;0,146;0,03752708;0,68045;2,647306947;2,38
4,82;511,67;0,16;0,040411436;0,68295;2,703987074;2,35
4,84;512,13;0,181;0,047909584;0,70315;2,656465333;2,33
4,82;507,35;0,182;0,047949384;0,70115;2,661333439;2,26
4,77;505,69;0,168;0,044237517;0,69765;2,649452486;2,24
4,72;504,25;0,157;0,041861237;0,69065;2,590273405;2,17
4,7;508,42;0,158;0,041716266;0,68565;2,596893469;2,2
4,69;504,08;0,153;0,040561438;0,69015;2,603284192;2,19
4,67;502,53;0,153;0,039901322;0,68815;2,638683271;2,15
4,7;503,18;0,161;0,041805217;0,69065;2,659827111;2,17
4,7;502,55;0,154;0,039131849;0,69165;2,721928627;2,16
4,72;508,07;0,169;0,042819216;0,68965;2,721928627;2,04
4,72;507,23;0,159;0,046711624;0,69415;2,362791946;1,97
4,69;507,94;0,159;0,042607559;0,69165;2,581052548;1,84
4,66;508,88;0,156;0,041227326;0,69365;2,624700931;1,83
4,66;505,57;0,149;0,040308316;0,68835;2,544491082;1,84
4,66;504,53;0,1535;0,041934071;0,68585;2,510559349;1,85
4,66;501,32;0,1485;0,038553282;0,68985;2,657172629;1,87
4,66;501;0,1429;0,036956369;0,68719;2,657172629;1,87
4,6;497,93;0,14;0,036861259;0,68419;2,598571034;1,83
4,64;500,34;0,141;0,036945037;0,68094;2,598793983;1,86
4,66;503,22;0,14;0,036179645;0,68094;2,634951196;1,83
4,67;503,87;0,1414;0,036446487;0,68094;2,64181613;1,93
4,67;502,87;0,1433;0,036740395;0,67594;2,636395191;1,94
4,68;506,15;0,145;0,035678711;0,67544;2,745020706;1,88
4,655;505,34;0,142;0,034781938;0,67594;2,759578253;1,965
4,64;507,61;0,138;0,034638823;0,67369;2,683960143;1,91
4,63;511,27;0,137;0,035123543;0,67319;2,625789511;1,93
4,58;515,29;0,1385;0,034738524;0,67319;2,683960143;1,87
4,57;513,57;0,138;0,034067996;0,67319;2,726905896;1,89
4,545;515,39;0,1402;0,033968268;0,67319;2,778511895;1,885
4,51;512,19;0,131;0,031464784;0,67419;2,806912357;1,89
4,54;513,65;0,133;0,031721847;0,66639;2,793969374;1,93
4,54;514,76;0,133;0,031255082;0,66539;2,831439394;1,92
4,56;515,46;0,133;0,030943258;0,66539;2,859972616;1,94
4,58;508,4;0,132;0,028188658;0,66489;3,113503283;1,95
4,6;506,91;0,132;0,031695499;0,66489;2,769020308;1,93
4,61;507,2;0,132;0,031918424;0,6651;2,750549346;1,98
4,63;510,51;0,138;0,032660873;0,6646;2,808093918;2,01
4,69;508,25;0,136;0,032008647;0,6676;2,836533545;2,07
4,69;510,97;0,141;0,033185435;0,6676;2,836533545;2,07
4,75;512,74;0,1396;0,03319587;0,6676;2,807486631;2,14
4,79;518,5;0,1415;0,033319965;0,66832;2,838156653;2,18
4,75;514,26;0,138;0,032355788;0,6671;2,84523435;2,14
4,77;515,07;0,15;0,035345001;0,6661;2,826849565;2,16
4,77;512,18;0,161;0,038783904;0,6731;2,794177224;2,16
4,75;510,29;0,1515;0,036630962;0,6756;2,794177224;2,15
4,72;512,73;0,149;0,036214687;0,6756;2,779656751;2,13
4,73;514,54;0,147;0,03491698;0,6681;2,812691721;2,13
4,75;512,74;0,151;0,035837158;0,6676;2,812935096;2,13
4,79;510,47;0,152;0,036109618;0,6671;2,808093918;2,18
4,84;510,2;0,1505;0,035288092;0,6671;2,845111292;2,22
4,87;509,68;0,1545;0,036280286;0,6681;2,845111292;2,26
4,87;510,1;0,1551;0,036038407;0,6691;2,879633673;2,2
4,82;509,09;0,164;0,037868126;0,6681;2,893420183;2,05
4,8;508,9;0,1715;0,039814761;0,6751;2,907957938;2,02
4,72;507,1;0,152;0,042370698;0,6751;2,421843527;1,98
4,71;507,97;0,153;0,042008584;0,6656;2,424190274;1,96
4,74;506,12;0,156;0,043513364;0,6656;2,386246203;1,96
4,74;501,88;0,15;0,042053088;0,6651;2,3723585;1,97
4,73;501,56;0,151;0,04221614;0,6636;2,373585053;1,96
4,77;505,77;0,1465;0,046220809;0,6636;2,103325369;2,04
4,76;503,16;0,14;0,042793266;0,6561;2,146459204;2,1
4,76;501,94;0,135;0,040981911;0,6516;2,146459204;2,16
4,76;501,65;0,127;0,038464602;0,6501;2,146459204;2,16
4,76;496,16;0,127;0,03778418;0,6386;2,146459204;2,16
4,76;496,19;0,132;0,039271746;0,6386;2,146459204;2,16
4,72;495,15;0,133;0,037547174;0,6376;2,258513537;2,2
4,73;497,81;0,132;0,037285313;0,6351;2,248424222;2,25
4,75;501,22;0,129;0,037422357;0,6331;2,182382591;2,35
4,75;500,96;0,1315;0,038194998;0,6311;2,172788412;2,41
4,74;503,34;0,1319;0,038521035;0,6261;2,143831001;2,4
4,76;504,67;0,131;0,037544224;0,6294;2,196114085;2,52
4,765;504,19;0,1285;0,036753426;0,62665;2,190939259;2,595
4,705;501,36;0,128;0,036405939;0,62315;2,190939259;2,545
4,67;500,57;0,133;0,041941055;0,62265;1,974496092;2,43
4,66;499,22;0,128;0,035163824;0,6186;2,251768743;2,47
4,675;498,86;0,13;0,035911951;0,62085;2,247455157;2,495
4,69;500,29;0,136;0,031637907;0,62335;2,679557795;2,42
4,7;501,18;0,13;0,029939245;0,6311;2,740316257;2,38
4,73;497,03;0,13;0,029619907;0,6271;2,75230436;2,52
4,71;497,98;0,133;0,030511302;0,6276;2,73573376;2,51
4,69;499,3;0,133;0,030868853;0,6316;2,721280271;2,53
4,7;498,88;0,138;0,032072861;0,6291;2,706830518;2,57
4,72;495,82;0,132;0,029927381;0,6296;2,776962022;2,61
4,69;493,97;0,127;0,028171076;0,6201;2,795516211;2,58
4,52;496,87;0,124;0,026099016;0,6141;2,917673222;2,36
4,47;501,95;0,121;0,024981422;0,6131;2,969610826;2,28
4,43;499,51;0,119;0,025146355;0,6126;2,899004691;2,27
4,43;505,22;0,12;0,026390818;0,6086;2,767326132;2,25
4,39;503,59;0,119;0,02753168;0,6066;2,621903229;2,28
4,38;505,73;0,118;0,02716363;0,6057;2,631187402;2,33
4,4;507,06;0,119;0,027742578;0,6056;2,597682207;2,42
4,32;508,83;0,118;0,027486734;0,6051;2,597682207;2,34
4,31;507,04;0,118;0,028497841;0,6036;2,499305096;2,41
4,31;513,56;0,117;0,028209521;0,6026;2,499305096;2,41
4,31;515,8;0,114;0,027440587;0,6016;2,499305096;2,41
4,34;512,99;0,113;0,027099464;0,5971;2,48980199;2,49
4,35;515,68;0,113;0,02701127;0,5961;2,493748019;2,5
4,29;515,21;0,109;0,026516938;0,5975;2,456071694;2,39
4,27;517,33;0,106;0,026117315;0,597;2,422990233;2,5
4,28;519,2;0,1095;0,027713709;0,59475;2,349924562;2,32
4,28;521,03;0,111;0,0275985;0,595;2,393064804;2,52
4,27;520,18;0,1144;0,027321659;0,5905;2,472514583;2,5
4,24;520,41;0,11;0,026129362;0,5916;2,490531524;2,48
4,21;518,97;0,103;0,024505389;0,5881;2,471876734;2,44
4,19;521,1;0,102;0,024900475;0,5841;2,392653147;2,26
4,2;517,57;0,099;0,024119065;0,5851;2,401622972;2,26
4,205;519,77;0,105;0,025469367;0,5846;2,410071661;2,225
4,18;522,26;0,094;0,022691395;0,5841;2,419657372;2,17
4,21;521,98;0,093;0,021261796;0,5756;2,517698908;2,4
4,205;519,72;0,095;0,021267331;0,5741;2,564473216;2,295
4,275;520,93;0,097;0,022020065;0,5736;2,526750032;2,255
4,29;522,03;0,098;0,022663909;0,5756;2,488926387;2,28
4,295;526,85;0,099;0,022906361;0,5781;2,498515579;2,385
4,34;528,33;0,097;0,022151694;0,578;2,531002832;2,45
4,37;532,27;0,097;0,021912034;0,578;2,558685354;2,45
4,355;532,66;0,103;0,023248951;0,577;2,55628733;2,335
4,35;534,12;0,104;0,023838441;0,5757;2,511607202;2,28
4,38;533,45;0,1;0,022456659;0,5767;2,568057828;2,34
4,305;529,84;0,1;0,021915284;0,5772;2,633778285;2,275
4,335;525,99;0,1035;0,023829808;0,5767;2,504781007;2,225
4,335;529,44;0,102;0,023333733;0,5736;2,507408429;2,055
4,305;531,59;0,1025;0,023327452;0,5733;2,519059955;1,885
4,285;533,44;0,105;0,023704048;0,5743;2,543932535;1,795
4,29;532,2;0,1115;0,025591513;0,5763;2,51088906;1,78
4,295;529,89;0,113;0,02617535;0,5806;2,506472727;1,815
4,29;527,42;0,115;0,026517183;0,5796;2,513615417;1,69
4,27;527,42;0,1115;0,026117236;0,5806;2,478704092;1,67
4,3;528,91;0,117;0,027209714;0,5781;2,485792424;1,72
4,3;531,01;0,129;0,029737798;0,5806;2,518592661;1,71
4,3;529,85;0,129;0,030202585;0,5841;2,494783142;1,74
4,3;527,57;0,131;0,030248247;0,5836;2,527472101;1,67
4,3;528,58;0,132;0,030879833;0,5836;2,494676704;1,67
4,3;528,58;0,1375;0,032166493;0,5836;2,494676704;1,67
4,3;524,65;0,135;0,031431676;0,5836;2,506579675;1,67
4,3;524,35;0,129;0,029754573;0,5831;2,528011422;1,66
4,285;525,72;0,127;0,029458516;0,5831;2,513829944;1,655
4,285;525,45;0,127;0,029458516;0,5831;2,513829944;1,655
4,285;525,45;0,1375;0,031894063;0,5831;2,513829944;1,655
4,29;529,5;0,128;0,028847122;0,5826;2,58510366;1,66
4,305;529,53;0,134;0,030191715;0,5846;2,59463233;1,745
4,285;532,27;0,133;0,029394663;0,5854;2,648718894;1,635
4,24;530,47;0,131;0,028856132;0,5866;2,663024923;1,62
4,265;534,52;0,143;0,0370682;0,5856;2,259100767;1,535
4,25;533,84;0,142;0,032689764;0,5846;2,539424861;1,46
4,19;529,33;0,127;0,027839943;0,5826;2,657699443;1,34
4,14;526,98;0,1235;0,029218228;0,5736;2,424500213;1,37
4,16;528,07;0,126;0,027446447;0,5681;2,608009652;1,42
4,16;529,32;0,129;0,027884541;0,5716;2,644346935;1,44
4,145;533,1;0,124;0,026295154;0,5716;2,695492821;1,435
4,12;539,46;0,122;0,025848079;0,5721;2,700247059;1,44
4,085;540,9;0,12;0,024459875;0,5721;2,806719115;1,485
4,02;544,39;0,1205;0,024541648;0,5726;2,811477882;1,37
4,02;542,33;0,124;0,025252431;0,5711;2,804339884;1,47
4,02;549,19;0,114;0,023643937;0,5725;2,760327064;1,49
4,02;550,6;0,116;0,023805997;0,5721;2,787684151;1,51
4,09;549,71;0,118;0,02458969;0,571;2,74009153;1,62
4,09;545,9;0,115;0,023425409;0,571;2,803152773;1,64
4,125;549,06;0,109;0,022533834;0,5704;2,75912214;1,705
4,165;547,35;0,103;0,021346327;0,5694;2,747460996;1,785
4,18;555,8;0,103;0,020986376;0,5654;2,774952726;1,78
4,19;560,33;0,105;0,021020785;0,5629;2,811717034;1,77
4,15;558,13;0,104;0,020745503;0,5617;2,815877778;1,7
4,145;559,59;0,101;0,020335146;0,5594;2,778411265;1,665
4,14;552,29;0,102;0,020102674;0,5579;2,830757808;1,66
4,14;554,14;0,099;0,02023127;0,5584;2,73248297;1,6
4,14;555,51;0,098;0,019869506;0,5509;2,717138473;1,53
4,15;554,07;0,101;0,020729952;0,5533;2,695775692;1,57
4,15;551,17;0,102;0,020605411;0,5538;2,741396476;1,57
4,12;547,51;0,091;0,018284026;0,5523;2,748809312;1,54
4,1;547,25;0,094;0,018636196;0,5508;2,778206513;1,59
4,08;546,87;0,095;0,019014109;0,5523;2,759450888;1,53
4,08;547,78;0,093;0,018677269;0,5533;2,755054792;1,55
4,02;552,55;0,097;0,019322354;0,5533;2,777617036;1,48
4,01;555,57;0,096;0,019235802;0,5538;2,763846237;1,53
3,99;554,76;0,095;0,019346234;0,5553;2,726809771;1,42
3,95;554,44;0,096;0,018983613;0,5533;2,798034273;1,38
3,92;555,96;0,098;0,020027204;0,5533;2,707487244;1,35
3,895;560,54;0,096;0,019256694;0,5505;2,744396279;1,225
3,905;561,92;0,099;0,020229579;0,5523;2,70285906;1,225
3,93;558,75;0,101;0,020961008;0,5533;2,666059809;1,25
3,905;560,83;0,094;0,019736452;0,5538;2,63761689;1,385
3,885;559,68;0,101;0,020883488;0,552;2,669668952;1,345
3,86;562,63;0,103;0,021027951;0,5506;2,696972267;1,33
3,89;558,61;0,105;0,021187777;0,552;2,735539467;1,29
3,905;566,07;0,114;0,028291921;0,552;2,224239239;1,135
3,91;569,92;0,113;0,026993701;0,5552;2,324157034;0,96
3,9;574,29;0,115;0,027407613;0,5552;2,329571727;0,92
3,885;572,33;0,113;0,026060004;0,5552;2,407428637;0,905
3,87;572,38;0,11;0,025400938;0,557;2,412115607;0,85
3,86;571,79;0,113;0,027076113;0,557;2,324595087;0,81
3,855;570,56;0,116;0,027744048;0,5571;2,329277985;0,835
3,825;569;0,115;0,028232885;0,5572;2,26962278;0,785
3,8;568,59;0,128;0,031021786;0,5555;2,292066585;0,77
3,8;566,14;0,1315;0,030801713;0,56;2,390776143;0,75
3,78;562,08;0,132;0,031810953;0,5641;2,340740967;0,73
3,76;563,6;0,133;0,032955726;0,5641;2,276548267;0,73
3,75;559,28;0,1265;0,031172176;0,5616;2,279032443;0,77
3,75;553,95;0,125;0,029614908;0,5621;2,372538157;0,8
3,75;551,93;0,124;0,029409921;0,5616;2,367854032;0,85
3,755;550,16;0,1235;0,030370915;0,5586;2,271485711;0,925
3,75;549,47;0,1185;0,02883649;0,5581;2,293443105;1,02
3,71;550,66;0,118;0,026570898;0,5536;2,458509314;1,02
